sort_order,page,letter,code,code_type,headword,sub_headword,term,site_restriction,obs,see_snomed,see_also,is_headword_entry
9193,217,T,8640/1,morphology,Tubular,,"androblastoma, NOS",,false,false,,false
9194,217,T,8641/0,morphology,Tubular,,androblastoma with lipid storage (C56.9),C56.9,false,false,,false
9195,217,T,8245/1,morphology,Tubular,,carcinoid,,false,false,,false
9196,217,T,8211/3,morphology,Tubular,,carcinoma,,false,false,,false
9197,217,T,8503/2,morphology,"Tubular-papillary neoplasm, intraductal,",,"Tubular-papillary neoplasm, intraductal, high grade",,false,false,,true
9198,217,T,8503/0,morphology,"Tubular-papillary neoplasm, intraductal,",,"Tubular-papillary neoplasm, intraductal, low grade",,false,false,,true
9199,217,T,8623/1,morphology,"Tubules, annular, sex cord tumor with",,"Tubules, annular, sex cord tumor with (C56.9)",C56.9,false,false,,true
9200,217,T,8263/3,morphology,Tubulopapillary adenocarcinoma,,Tubulopapillary adenocarcinoma,,false,false,,true
9201,217,T,8263/0,morphology,Tubulo-papillary adenoma,,Tubulo-papillary adenoma,,false,false,,true
9202,217,T,8263/0,morphology,Tubulovillous adenoma,,NOS,,false,false,,false
9203,217,T,8263/3,morphology,Tubulovillous adenoma,,adenocarcinoma in,,false,false,,false
9204,217,T,8263/2,morphology,Tubulovillous adenoma,,adenocarcinoma in situ in,,false,false,,false
9205,217,T,9161/0,morphology,"Tufted hemangioma, acquired",,"Tufted hemangioma, acquired",,false,false,,true
9206,217,T,8000/1,morphology,Tumor,,NOS,,false,false,,false
9207,217,T,8550/1,morphology,Tumor,,acinar cell [obs],,true,false,,false
9208,217,T,8550/1,morphology,Tumor,,acinic cell [obs],,true,false,,false
9209,217,T,8158/1,morphology,Tumor,,ACTH-producing,,false,false,,false
9210,217,T,8245/3,morphology,Tumor,,adenocarcinoid,,false,false,,false
9211,217,T,9054/0,morphology,Tumor,,"adenomatoid, NOS",,false,false,,false
9212,217,T,9300/0,morphology,Tumor,,"adenomatoid, odontogenic (C41._)",,false,false,,false
9213,217,T,8390/0,morphology,Tumor,,"adnexal, benign (C44._)",,false,false,,false
9214,217,T,8370/0,morphology,Tumor,Adrenal cortical,NOS (C74.0),C74.0,false,false,,false
9215,217,T,8370/0,morphology,Tumor,Adrenal cortical,benign (C74.0),C74.0,false,false,,false
9216,217,T,8370/3,morphology,Tumor,Adrenal cortical,malignant (C74.0),C74.0,false,false,,false
9217,217,T,8671/0,morphology,Tumor,,adrenal rest,,false,false,,false
9218,217,T,8152/3,morphology,Tumor,,"alpha cell, malignant (C25._)",,false,false,,false
9219,217,T,8152/1,morphology,Tumor,,"alpha cell, NOS (C25._)",,false,false,,false
9220,217,T,9133/3,morphology,Tumor,,"alveolar, intravascular bronchial (C34._) [obs]",,true,false,,false
9221,217,T,,,Tumor,,amyloid (see SNOMED),,false,true,,false
9222,217,T,8691/1,morphology,Tumor,,aortic body (C75.5),C75.5,false,false,,false
9223,217,T,9365/3,morphology,Tumor,,Askin,,false,false,,false
9224,217,T,8249/3,morphology,Tumor,,atypical carcinoid,,false,false,,false
9225,217,T,9508/3,morphology,Tumor,,atypical teratoid/rhabdoid (C71._),,false,false,,false
9226,217,T,8936/1,morphology,Tumor,,"autonomic nerve, gastrointestinal",,false,false,,false
9227,217,T,8090/1,morphology,Tumor,,basal cell (C44._),,false,false,,false
9228,217,T,8833/3,morphology,Tumor,,Bednar (C44._),,false,false,,false
9229,217,T,8000/0,morphology,Tumor,,benign,,false,false,,false
9230,217,T,8000/0,morphology,Tumor,,"benign, unclassified",,false,false,,false
9231,217,T,8151/3,morphology,Tumor,,"beta cell, malignant",,false,false,,false
9232,217,T,9000/0,morphology,Tumor,Brenner,NOS (C56.9),C56.9,false,false,,false
9233,217,T,9000/1,morphology,Tumor,Brenner,borderline malignancy (C56.9),C56.9,false,false,,false
9234,217,T,9000/3,morphology,Tumor,Brenner,malignant (C56.9),C56.9,false,false,,false
9235,217,T,9000/1,morphology,Tumor,Brenner,proliferating (C56.9),C56.9,false,false,,false
9236,217,T,9133/3,morphology,Tumor,,"bronchial alveolar, intravascular (C34._) [obs]",,true,false,,false
9237,217,T,8100/0,morphology,Tumor,,Brooke (C44._),,false,false,,false
9238,217,T,8880/0,morphology,Tumor,,brown fat,,false,false,,false
9239,217,T,9687/3,morphology,Tumor,,Burkitt [obs] (includes all variants),,true,false,,false
9240,217,T,8975/1,morphology,Tumor,,calcifying nested epithelial stromal (C22.0),C22.0,false,false,,false
9241,217,T,8240/3,morphology,Tumor,Carcinoid,NOS,,false,false,,false
9242,217,T,8241/3,morphology,Tumor,Carcinoid,"argentaffin, malignant",,false,false,,false
9243,217,T,8240/1,morphology,Tumor,Carcinoid,"argentaffin, NOS",,false,false,,false
9244,217,T,8249/3,morphology,Tumor,Carcinoid,atypical,,false,false,,false
9245,217,T,8240/1,morphology,Tumor,Carcinoid,uncertain malignant potential,,false,false,,false
9246,217,T,8692/1,morphology,Tumor,,carotid body (C75.4),C75.4,false,false,,false
9247,217,T,8001/1,morphology,Tumor,Cells,NOS,,false,false,,false
9248,217,T,8001/0,morphology,Tumor,Cells,benign,,false,false,,false
9249,217,T,8001/3,morphology,Tumor,Cells,malignant,,false,false,,false
9250,217,T,8001/1,morphology,Tumor,Cells,uncertain whether benign or malignant,,false,false,,false
9251,217,T,9473/3,morphology,Tumor,,"central primitive neuroectodermal,",,false,false,,false
9252,217,T,9230/0,morphology,Tumor,,"chondromatous giant cell (C40._, C41._)",,false,false,,false
9253,217,T,8700/0,morphology,Tumor,,chromaffin,,false,false,,false
9254,217,T,8005/0,morphology,Tumor,Clear cell,NOS,,false,false,,false
9255,217,T,8444/1,morphology,Tumor,Clear cell,atypical proliferating (C56.9),C56.9,false,false,,false
9256,217,T,8444/1,morphology,Tumor,Clear cell,"cystic, borderline malignancy (C56.9)",C56.9,false,false,,false
9257,217,T,8005/3,morphology,Tumor,Clear cell,"type, malignant",,false,false,,false
9258,217,T,9230/0,morphology,Tumor,,"Codman (C40._, C41._)",,false,false,,false
9259,217,T,8452/1,morphology,Tumor,Cystic,and solid (C25._),,false,false,,false
9260,217,T,8454/0,morphology,Tumor,Cystic,atrio-ventricular node (C38.0),C38.0,false,false,,false
9261,217,T,8444/1,morphology,Tumor,Cystic,"clear cell, borderline malignancy (C56.9)",C56.9,false,false,,false
9262,217,T,8470/0,morphology,Tumor,Cystic,"mucinous, with moderate dysplasia (C25._)",,false,false,,false
9263,217,T,8452/1,morphology,Tumor,Cystic,papillary (C25._),,false,false,,false
9264,217,T,9135/1,morphology,Tumor,,Dabska,,false,false,,false
9265,217,T,9758/3,morphology,Tumor,,"dendritic cell, follicular",,false,false,,false
9266,217,T,9757/3,morphology,Tumor,,"dendritic cell, indeterminate",,false,false,,false
9267,217,T,8806/3,morphology,Tumor,,desmoplastic small round cell,,false,false,,false
9268,217,T,9413/0,morphology,Tumor,,dysembryoplastic neuroepithelial,,false,false,,false
9269,217,T,8000/6,morphology,Tumor,,embolus,,false,false,,false
9270,217,T,8158/1,morphology,Tumor,Endocrine,"functioning, NOS",,false,false,,false
9271,217,T,8154/3,morphology,Tumor,Endocrine,malignant mixed pancreatic exocrine and (C25._),,false,false,,false
9272,217,T,8150/0,morphology,Tumor,Endocrine,"pancreatic, benign (C25._)",,false,false,,false
9273,217,T,8154/3,morphology,Tumor,Endocrine,"pancreatic exocrine and, malignant mixed (C25._)",,false,false,,false
9274,218,T,8150/3,morphology,Tumor,Endocrine,"pancreatic, malignant (C25._)",,false,false,,false
9275,218,T,8150/3,morphology,Tumor,Endocrine,"pancreatic, non-functioning (C25._)",,false,false,,false
